          x(cm)         Temp(K)           dT/dx
       0.014870         534.947       5.920E+03
       0.014880         535.006       5.921E+03
       0.014890         535.065       5.923E+03
       0.014900         535.124       5.925E+03
       0.014910         535.184       5.927E+03
       0.014920         535.243       5.929E+03
       0.014930         535.302       5.930E+03
       0.014940         535.362       5.932E+03
       0.014950         535.421       5.934E+03
       0.014960         535.480       5.936E+03
       0.014970         535.540       5.938E+03
       0.014980         535.599       5.939E+03
       0.014990         535.658       5.941E+03
       0.015000         535.718       5.943E+03
       0.015010         535.777       5.945E+03
       0.015020         535.837       5.947E+03
       0.015030         535.896       5.948E+03
       0.015040         535.956       5.950E+03
       0.015050         536.015       5.952E+03
       0.015060         536.075       5.954E+03
       0.015070         536.134       5.956E+03
       0.015080         536.194       5.958E+03
       0.015090         536.253       5.959E+03
       0.015100         536.313       5.961E+03
       0.015110         536.373       5.963E+03
       0.015120         536.432       5.965E+03
       0.015130         536.492       5.967E+03
       0.015140         536.552       5.968E+03
       0.015150         536.611       5.970E+03
       0.015160         536.671       5.972E+03
       0.015170         536.731       5.974E+03
       0.015180         536.791       5.976E+03
       0.015190         536.850       5.978E+03
       0.015200         536.910       5.979E+03
       0.015210         536.970       5.981E+03
       0.015220         537.030       5.983E+03
       0.015230         537.090       5.985E+03
       0.015240         537.149       5.987E+03
       0.015250         537.209       5.988E+03
       0.015260         537.269       5.990E+03
       0.015270         537.329       5.992E+03
       0.015280         537.389       5.994E+03
       0.015290         537.449       5.996E+03
       0.015300         537.509       5.998E+03
       0.015310         537.569       5.999E+03
       0.015320         537.629       6.001E+03
       0.015330         537.689       6.003E+03
       0.015340         537.749       6.005E+03
       0.015350         537.809       6.007E+03
       0.015360         537.869       6.009E+03
       0.015370         537.929       6.010E+03
       0.015380         537.989       6.012E+03
       0.015390         538.049       6.014E+03
       0.015400         538.110       6.016E+03
       0.015410         538.170       6.018E+03
       0.015420         538.230       6.020E+03
       0.015430         538.290       6.021E+03
       0.015440         538.350       6.023E+03
       0.015450         538.411       6.025E+03
       0.015460         538.471       6.027E+03
       0.015470         538.531       6.029E+03
       0.015480         538.591       6.031E+03
       0.015490         538.652       6.033E+03
       0.015500         538.712       6.034E+03
       0.015510         538.772       6.036E+03
       0.015520         538.833       6.038E+03
       0.015530         538.893       6.040E+03
       0.015540         538.954       6.042E+03
       0.015550         539.014       6.044E+03
       0.015560         539.074       6.045E+03
       0.015570         539.135       6.047E+03
       0.015580         539.195       6.049E+03
       0.015590         539.256       6.051E+03
       0.015600         539.316       6.053E+03
       0.015610         539.377       6.055E+03
       0.015620         539.438       6.057E+03
       0.015630         539.498       6.058E+03
       0.015640         539.559       6.060E+03
       0.015650         539.619       6.062E+03
       0.015660         539.680       6.064E+03
       0.015670         539.741       6.066E+03
       0.015680         539.801       6.068E+03
       0.015690         539.862       6.070E+03
       0.015700         539.923       6.071E+03
       0.015710         539.983       6.073E+03
       0.015720         540.044       6.075E+03
       0.015730         540.105       6.077E+03
       0.015740         540.166       6.079E+03
       0.015750         540.226       6.081E+03
       0.015760         540.287       6.083E+03
       0.015770         540.348       6.085E+03
       0.015780         540.409       6.086E+03
       0.015790         540.470       6.088E+03
       0.015800         540.531       6.090E+03
       0.015810         540.592       6.092E+03
       0.015820         540.653       6.094E+03
       0.015830         540.714       6.096E+03
       0.015840         540.775       6.098E+03
       0.015850         540.836       6.100E+03
       0.015860         540.897       6.101E+03
       0.015870         540.958       6.103E+03
       0.015880         541.019       6.105E+03
       0.015890         541.080       6.107E+03
       0.015900         541.141       6.109E+03
       0.015910         541.202       6.111E+03
       0.015920         541.263       6.113E+03
       0.015930         541.324       6.115E+03
       0.015940         541.385       6.117E+03
       0.015950         541.446       6.118E+03
       0.015960         541.508       6.120E+03
       0.015970         541.569       6.122E+03
       0.015980         541.630       6.124E+03
       0.015990         541.691       6.126E+03
       0.016000         541.753       6.128E+03
       0.016010         541.814       6.130E+03
       0.016020         541.875       6.132E+03
       0.016030         541.936       6.134E+03
       0.016040         541.998       6.135E+03
       0.016050         542.059       6.137E+03
       0.016060         542.121       6.139E+03
       0.016070         542.182       6.141E+03
       0.016080         542.243       6.143E+03
       0.016090         542.305       6.145E+03
       0.016100         542.366       6.147E+03
       0.016110         542.428       6.149E+03
       0.016120         542.489       6.151E+03
       0.016130         542.551       6.153E+03
       0.016140         542.612       6.154E+03
       0.016150         542.674       6.156E+03
       0.016160         542.735       6.158E+03
       0.016170         542.797       6.160E+03
       0.016180         542.859       6.162E+03
       0.016190         542.920       6.164E+03
       0.016200         542.982       6.166E+03
       0.016210         543.044       6.168E+03
       0.016220         543.105       6.170E+03
       0.016230         543.167       6.172E+03
       0.016240         543.229       6.174E+03
       0.016250         543.290       6.175E+03
       0.016260         543.352       6.177E+03
       0.016270         543.414       6.179E+03
       0.016280         543.476       6.181E+03
       0.016290         543.538       6.183E+03
       0.016300         543.599       6.185E+03
       0.016310         543.661       6.187E+03
       0.016320         543.723       6.189E+03
       0.016330         543.785       6.191E+03
       0.016340         543.847       6.193E+03
       0.016350         543.909       6.195E+03
       0.016360         543.971       6.197E+03
       0.016370         544.033       6.199E+03
       0.016380         544.095       6.200E+03
       0.016390         544.157       6.202E+03
       0.016400         544.219       6.204E+03
       0.016410         544.281       6.206E+03
       0.016420         544.343       6.208E+03
       0.016430         544.405       6.210E+03
       0.016440         544.467       6.212E+03
       0.016450         544.529       6.214E+03
       0.016460         544.592       6.216E+03
       0.016470         544.654       6.218E+03
       0.016480         544.716       6.220E+03
       0.016490         544.778       6.222E+03
       0.016500         544.840       6.224E+03
       0.016510         544.903       6.226E+03
       0.016520         544.965       6.228E+03
       0.016530         545.027       6.229E+03
       0.016540         545.089       6.231E+03
       0.016550         545.152       6.233E+03
       0.016560         545.214       6.235E+03
       0.016570         545.277       6.237E+03
       0.016580         545.339       6.239E+03
       0.016590         545.401       6.241E+03
       0.016600         545.464       6.243E+03
       0.016610         545.526       6.245E+03
       0.016620         545.589       6.247E+03
       0.016630         545.651       6.249E+03
       0.016640         545.714       6.251E+03
       0.016650         545.776       6.253E+03
       0.016660         545.839       6.255E+03
       0.016670         545.901       6.257E+03
       0.016680         545.964       6.259E+03
       0.016690         546.026       6.261E+03
       0.016700         546.089       6.263E+03
       0.016710         546.152       6.265E+03
       0.016720         546.214       6.267E+03
       0.016730         546.277       6.269E+03
       0.016740         546.340       6.270E+03
       0.016750         546.402       6.272E+03
       0.016760         546.465       6.274E+03
       0.016770         546.528       6.276E+03
       0.016780         546.591       6.278E+03
       0.016790         546.653       6.280E+03
       0.016800         546.716       6.282E+03
       0.016810         546.779       6.284E+03
       0.016820         546.842       6.286E+03
       0.016830         546.905       6.288E+03
       0.016840         546.968       6.290E+03
       0.016850         547.031       6.292E+03
       0.016860         547.094       6.294E+03
       0.016870         547.156       6.296E+03
       0.016880         547.219       6.298E+03
       0.016890         547.282       6.300E+03
       0.016900         547.345       6.302E+03
       0.016910         547.408       6.304E+03
       0.016920         547.472       6.306E+03
       0.016930         547.535       6.308E+03
       0.016940         547.598       6.310E+03
       0.016950         547.661       6.312E+03
       0.016960         547.724       6.314E+03
       0.016970         547.787       6.316E+03
       0.016980         547.850       6.318E+03
       0.016990         547.913       6.320E+03
       0.017000         547.977       6.322E+03
       0.017010         548.040       6.324E+03
       0.017020         548.103       6.326E+03
       0.017030         548.166       6.328E+03
       0.017040         548.230       6.330E+03
       0.017050         548.293       6.332E+03
       0.017060         548.356       6.334E+03
       0.017070         548.420       6.336E+03
       0.017080         548.483       6.338E+03
       0.017090         548.546       6.340E+03
       0.017100         548.610       6.342E+03
       0.017110         548.673       6.344E+03
       0.017120         548.737       6.346E+03
       0.017130         548.800       6.348E+03
       0.017140         548.864       6.350E+03
       0.017150         548.927       6.352E+03
       0.017160         548.991       6.354E+03
       0.017170         549.054       6.356E+03
       0.017180         549.118       6.358E+03
       0.017190         549.181       6.360E+03
       0.017200         549.245       6.362E+03
       0.017210         549.309       6.364E+03
       0.017220         549.372       6.366E+03
       0.017230         549.436       6.368E+03
       0.017240         549.500       6.370E+03
       0.017250         549.563       6.372E+03
       0.017260         549.627       6.374E+03
       0.017270         549.691       6.376E+03
       0.017280         549.755       6.378E+03
       0.017290         549.818       6.380E+03
       0.017300         549.882       6.382E+03
       0.017310         549.946       6.384E+03
       0.017320         550.010       6.386E+03
       0.017330         550.074       6.388E+03
       0.017340         550.138       6.390E+03
       0.017350         550.202       6.392E+03
       0.017360         550.266       6.394E+03
       0.017370         550.329       6.396E+03
       0.017380         550.393       6.398E+03
       0.017390         550.457       6.400E+03
       0.017400         550.521       6.402E+03
       0.017410         550.585       6.404E+03
       0.017420         550.650       6.406E+03
       0.017430         550.714       6.408E+03
       0.017440         550.778       6.410E+03
       0.017450         550.842       6.412E+03
       0.017460         550.906       6.414E+03
       0.017470         550.970       6.416E+03
       0.017480         551.034       6.418E+03
       0.017490         551.098       6.421E+03
       0.017500         551.163       6.423E+03
       0.017510         551.227       6.425E+03
       0.017520         551.291       6.427E+03
       0.017530         551.355       6.429E+03
       0.017540         551.420       6.431E+03
       0.017550         551.484       6.433E+03
       0.017560         551.548       6.435E+03
       0.017570         551.613       6.437E+03
       0.017580         551.677       6.439E+03
       0.017590         551.742       6.441E+03
       0.017600         551.806       6.443E+03
       0.017610         551.870       6.445E+03
       0.017620         551.935       6.447E+03
       0.017630         551.999       6.449E+03
       0.017640         552.064       6.451E+03
       0.017650         552.128       6.453E+03
       0.017660         552.193       6.455E+03
       0.017670         552.257       6.457E+03
       0.017680         552.322       6.459E+03
       0.017690         552.387       6.461E+03
       0.017700         552.451       6.464E+03
       0.017710         552.516       6.466E+03
       0.017720         552.581       6.468E+03
       0.017730         552.645       6.470E+03
       0.017740         552.710       6.472E+03
       0.017750         552.775       6.474E+03
       0.017760         552.839       6.476E+03
       0.017770         552.904       6.478E+03
       0.017780         552.969       6.480E+03
