z (m),u (m/s),V (1/s),T (K),rho (kg/m3),AR,H2,H,O,H2O,OH,O2,HO2,H2O2,CH2O,HCO,CO,CO2,N,NH,NO,N2,NO2,N2O,HNO,HONO,NO3,HNO3,NH2,NNH,NH3,HCN,CN,NCO,HOCN,HNCO,HNC,C2N2,NCN,CNO,HCNO,H2CN,H2CNH,H2CNO,H2CNNO,H2CNNO2,HMX,HMXR,HMXRO,HCOOH,HOCO,OCHO,ONNO2,ONTNTA,INT279a,INT249a,INT202a,INT101a,INT121a,INT121b,INT90a,INT62a,INT206e,INT132a,INT86a,INT86e,INT162b,INT132d,CH2NHCHO,CH2NCO,INT105a,INT75f,INT120b,INT295a,INT74a,INT92a,INT250a,INT220a,INT191d,INT117b,INT233a,INT232a,RDXRO,INT176,INT149,MNH
8.203125e-05,3.0268625651,0.0,1527.38671297,0.21969943652463397,-2.86533498898e-20,0.0410822275279,0.000588777825428,1.2455378345e-05,0.219503091304,0.00106178092037,0.00019115700004,1.48072303302e-05,1.17363059361e-06,0.01511766076,0.000148435553321,0.104334233991,0.0265010466792,4.03722233484e-08,3.92798553428e-06,0.177241287859,0.091215975211,0.00538850970993,0.0914790982884,0.00636020693116,0.000412530091325,1.66600821732e-08,1.14543692376e-05,3.09951063498e-05,6.38449099405e-08,0.000836968731576,0.17067987881,1.09265259863e-05,7.45176646809e-06,0.000211383089935,0.00468870962153,0.00261261479863,0.000540593423642,1.51211507791e-06,3.37216719233e-07,3.90572975984e-05,6.41372650396e-05,0.0174853474411,1.43954988147e-06,1.3265509954e-09,7.87536860455e-05,2.82842891069e-15,2.10955370169e-16,0.000445663917156,0.021587669372,2.92837658156e-12,6.71029031568e-14,6.17165164624e-10,1.24123064402e-11,1.60204686439e-22,5.13525080348e-07,1.02942726879e-09,1.15771056694e-08,2.4938935439e-26,1.0355533015e-25,2.53614822463e-15,8.26938285528e-17,2.11790340438e-34,4.13893554026e-18,4.29554421497e-06,1.87374350128e-08,1.21901421759e-15,4.81576199093e-19,2.21318457583e-09,1.90087798078e-10,1.73674469231e-17,8.76100232126e-18,6.12232637809e-24,1.36886661973e-24,8.59750650117e-09,5.75784640568e-15,3.77215979617e-09,7.33295438929e-09,3.1356237401e-09,1.01246848906e-10,1.44858788908e-09,2.5139959623e-18,4.88385255021e-08,6.55459180879e-07,1.02758951778e-06,9.06472826899e-11
8.3203125e-05,3.04857882693,0.0,1536.2295511,0.21813442844757278,-2.86267736262e-20,0.0412621871518,0.000613327172226,1.28870985843e-05,0.220010736637,0.00104293219787,0.000191844602521,1.37795194626e-05,1.12619335905e-06,0.0146610672937,0.000142475751964,0.104895855665,0.0266094814336,4.40009782491e-08,4.20184077998e-06,0.17727378084,0.092024742192,0.00497033983167,0.0908409349325,0.00624218734239,0.000356286396667,1.49127378638e-08,1.0632491143e-05,3.25292072239e-05,6.68739324262e-08,0.000849947022188,0.170340491213,1.14001838245e-05,7.72881514327e-06,0.00021076737506,0.0047523631484,0.00268641864594,0.000551474099362,1.58264893979e-06,3.50123976716e-07,3.88041130729e-05,5.75878013497e-05,0.0172372545765,1.31825614094e-06,1.12928281823e-09,6.45702154636e-05,1.92134163383e-15,1.46177488084e-16,0.000404083449388,0.0215642796281,3.08305898293e-12,7.26233641843e-14,5.6093481893e-10,9.76646465948e-12,1.19579644527e-22,3.19365657756e-07,6.46856810516e-10,7.45152234373e-09,8.19540003081e-27,3.39759698607e-26,8.45873184131e-16,8.66726660654e-17,1.6327916805e-34,3.81455665206e-18,4.1811804856e-06,1.8292626396e-08,4.34437770053e-16,1.77542623388e-19,1.97100028782e-09,1.67180952057e-10,5.36884766885e-18,8.36694232585e-18,5.99098159858e-24,8.90437906442e-25,7.23071956389e-09,4.75258190774e-15,3.54370048301e-09,6.77945310026e-09,3.01218196334e-09,9.66249334389e-11,1.448413108e-09,2.39819988296e-18,4.42414403529e-08,5.93383596129e-07,9.26508884895e-07,8.095060047e-11
8.4375e-05,3.06998228117,0.0,1544.97343203,0.2166136280554769,-2.86009681744e-20,0.0414428972159,0.000638689929966,1.33417636484e-05,0.22050012263,0.00102367504397,0.000192519151833,1.27998276655e-05,1.07916253054e-06,0.0142177888145,0.000136722280137,0.105447098152,0.0267181451835,4.79047456452e-08,4.48881533968e-06,0.177280360473,0.092841850994,0.00457964135864,0.0901967267527,0.00612154559537,0.000306662693168,1.33097672329e-08,9.85633345847e-06,3.41278950288e-05,7.00419235397e-08,0.000863100816144,0.169992816835,1.18870716408e-05,8.01577472816e-06,0.000209993984584,0.00481592270607,0.00276064387775,0.000562437131165,1.6549380618e-06,3.63090570817e-07,3.85541691032e-05,5.18807595463e-05,0.016994849664,1.20848354929e-06,9.65136285098e-10,5.31316368942e-05,1.2940021701e-15,1.00378646547e-16,0.000365957465292,0.0215415916492,3.23953599934e-12,7.84408341485e-14,5.0938950458e-10,7.61699493711e-12,8.8255309621e-23,1.94574965442e-07,3.98106817376e-10,4.69503521619e-09,2.60780666108e-27,1.07944245873e-26,2.73403205546e-16,9.34060350192e-17,1.25967876093e-34,3.50682953889e-18,4.0662705114e-06,1.78412904902e-08,1.50581307726e-16,6.36117984455e-20,1.75807314254e-09,1.47602482893e-10,1.61004315772e-18,8.01514028811e-18,5.84639036103e-24,5.72096580851e-25,6.09947671129e-09,3.93630068583e-15,3.3226362562e-09,6.25784938611e-09,2.88656902675e-09,9.20004891505e-11,1.44789354295e-09,2.28323270981e-18,4.00313119495e-08,5.36578996835e-07,8.34663117655e-07,7.2229057609e-11
8.5546875e-05,3.09109338681,0.0,1553.62411369,0.21513423141078455,-2.8575880956e-20,0.0416242839163,0.000664840229285,1.38215063801e-05,0.220972115926,0.00100419100858,0.000193182193261,1.18694296426e-05,1.03266484756e-06,0.0137873982051,0.000131188496113,0.105988507848,0.0268271202246,5.21005363813e-08,4.78912238952e-06,0.17726221131,0.0936671209721,0.00421510688465,0.0895467729443,0.00599863423387,0.000263062491326,1.18453019612e-08,9.12468140719e-06,3.57940161744e-05,7.33558843419e-08,0.000876426412216,0.169637313306,1.23891020714e-05,8.31425232689e-06,0.000209072277812,0.00487939093737,0.00283523057107,0.000573481394974,1.72902585687e-06,3.76104358557e-07,3.83073002029e-05,4.68878210709e-05,0.0167578160857,1.10908683393e-06,8.28045487694e-10,4.38856598886e-05,8.63407827227e-16,6.82574965548e-17,0.000331029124746,0.0215195553845,3.39722848212e-12,8.45548365283e-14,4.62181113268e-10,5.88584049282e-12,6.43797651201e-23,1.15696557084e-07,2.39076754904e-10,2.88509069919e-09,7.95450841594e-28,3.28756401486e-27,8.47744687021e-17,1.01445925228e-16,9.72730398517e-35,3.21589380849e-18,3.9508955244e-06,1.73839222439e-08,5.02483389611e-17,2.19265250365e-20,1.57052016704e-09,1.30793203894e-10,4.63846414884e-19,7.68131477697e-18,5.69017276785e-24,3.62683103589e-25,5.16188529838e-09,3.27211601683e-15,3.10932033264e-09,5.76713350127e-09,2.75953360821e-09,8.73959219882e-11,1.44709410724e-09,2.16968685282e-18,3.61787600747e-08,4.84640279294e-07,7.51229936211e-07,6.43876219364e-11
8.671875e-05,3.11193127345,0.0,1562.18703297,0.2136936653011765,-2.8551463516e-20,0.0418062732625,0.000691749250716,1.43284093647e-05,0.221427557526,0.000984655937262,0.000193835213765,1.09889831552e-05,9.86817317628e-07,0.0133694548874,0.000125883936405,0.106520612911,0.0269364817138,5.66061249318e-08,5.10295828705e-06,0.177220496133,0.094500373448,0.00387544588925,0.0888913308258,0.00587378996634,0.000224911173353,1.0512672639e-08,8.43621441592e-06,3.75304198543e-05,7.68228832531e-08,0.000889920006255,0.169274377095,1.29083456228e-05,8.62594852732e-06,0.000208012419021,0.00494277327303,0.0029101237722,0.000584606095882,1.80496153153e-06,3.89153705384e-07,3.80633364027e-05,4.25011580376e-05,0.0165258497933,1.01902996758e-06,7.13054244758e-10,3.63847203934e-05,5.69247696116e-16,4.58362513079e-17,0.00029906125885,0.0214981247213,3.55554642657e-12,9.09642048699e-14,4.18984552831e-10,4.50333516067e-12,4.63686728285e-23,6.63926005309e-08,1.38536563575e-10,1.71051373743e-09,2.06233212553e-28,8.51079964757e-28,2.23666857887e-17,1.10286591384e-16,7.51824614448e-35,2.94175108641e-18,3.8351455814e-06,1.6921052979e-08,1.45553365143e-17,6.55633654307e-21,1.40497522661e-09,1.16293310712e-10,1.12163083269e-19,7.3576379187e-18,5.52393287213e-24,2.26082470949e-25,4.38248687742e-09,2.72981368859e-15,2.90404939373e-09,5.30628840018e-09,2.63179853588e-09,8.28323633477e-11,1.44607257346e-09,2.05807599784e-18,3.26567050158e-08,4.37193107293e-07,6.75462034328e-07,5.73404062298e-11
8.90625e-05,3.1528247564,0.0,1579.06617973,0.21092196724232848,-2.85046180359e-20,0.0421708965547,0.00074759992646,1.54268740897e-05,0.222289308194,0.00094603303656,0.000195112568693,9.38166965328e-06,8.97597115519e-07,0.0125713449015,0.000116001631717,0.107556166822,0.0271560897456,6.65758620277e-08,5.77005784393e-06,0.177070343431,0.0961862917975,0.00326815281974,0.0875677627973,0.00561987454934,0.000163414197306,8.22537605833e-09,7.18706238051e-06,4.12132296702e-05,8.42194882748e-08,0.00091733312725,0.168529058404,1.4002492113e-05,9.29276933932e-06,0.000205517437877,0.00506902820398,0.00306034118152,0.000607047766141,1.96218093806e-06,4.15267844976e-07,3.75846601713e-05,3.52861222827e-05,0.0160772450352,8.6441827943e-07,5.36866277482e-10,2.55438603509e-05,2.4641340023e-16,2.05751470659e-17,0.000243412165864,0.021457051238,3.87547422016e-12,1.0478389922e-13,3.43692276421e-10,2.60045284786e-12,2.37694474639e-23,2.25831793222e-08,4.80206085931e-11,6.19057798737e-10,2.2581636125e-29,9.29190549989e-29,2.53778530197e-18,1.29882042846e-16,4.55229404183e-35,2.44532102096e-18,3.60330993837e-06,1.59827581339e-08,1.87523610889e-18,8.98334514188e-22,1.13119396479e-09,9.30206525754e-11,1.14970640705e-20,6.73694105476e-18,5.17154641198e-24,8.75399839662e-26,3.2215784131e-09,1.93969908719e-15,2.52129051098e-09,4.4749405315e-09,2.37948152342e-09,7.39842871647e-11,1.44352299459e-09,1.84366518602e-18,2.65351941081e-08,3.54824757421e-07,5.45009441171e-07,4.53879317948e-11
9.140625e-05,3.19283858389,0.0,1595.65478719,0.20827861556967633,-2.84599395184e-20,0.042537064945,0.000806086355894,1.66563088313e-05,0.223094725034,0.000909043455346,0.000196366520377,7.9680095076e-06,8.12116185586e-07,0.0118172665327,0.000107067768367,0.108560632204,0.0273779623651,7.7996860206e-08,6.49263788422e-06,0.176839902722,0.0979017013128,0.00274459497194,0.0862249160431,0.00536193625489,0.000117409871765,6.36982120636e-09,6.09122441122e-06,4.520802434e-05,9.2305519079e-08,0.000945364970578,0.167757973592,1.51913560835e-05,1.00334083389e-05,0.000202612139685,0.00519505850735,0.00321120252717,0.000629801242654,2.12737035529e-06,4.41397271254e-07,3.71154643079e-05,2.95974432656e-05,0.015645424597,7.3676591535e-07,4.09737031543e-10,1.82161490676e-05,1.02541090743e-16,8.86394853785e-18,0.000196953096109,0.0214179159775,4.1941222881e-12,1.19883925465e-13,2.80954454339e-10,1.44889419904e-12,1.16924646797e-23,7.14283435743e-09,1.54682054003e-11,2.0799310264e-10,2.25897570449e-30,9.26928972049e-30,2.64072531116e-19,1.51915722589e-16,2.76881705961e-35,2.01248880951e-18,3.37128322348e-06,1.50297225903e-08,2.23628857836e-19,1.13673385805e-22,9.16402635558e-10,7.52861695056e-11,1.08664888383e-21,6.14515724887e-18,4.79669315397e-24,3.2265644607e-26,2.40122225203e-09,1.39934864936e-15,2.17093947969e-09,3.74685644882e-09,2.13039376636e-09,6.54603886096e-11,1.44060541598e-09,1.6410761073e-18,2.14353771601e-08,2.86309069602e-07,4.37541478466e-07,3.57487943505e-11
9.375e-05,3.2320872457,0.0,1611.98679238,0.2057493964233446,-2.84171588452e-20,0.0429042170206,0.000866930560654,1.80305238892e-05,0.223849370267,0.000874705972483,0.000197606879312,6.73782152002e-06,7.30963621859e-07,0.0111039154853,9.90611874746e-05,0.109537369131,0.0276024960601,9.10288236593e-08,7.27167217088e-06,0.176537148395,0.0996451986721,0.00229555037094,0.0848640375326,0.00510208540886,8.35313124595e-05,4.88450604694e-09,5.13617505469e-06,4.9536213192e-05,1.0113383917e-07,0.000973983619491,0.166962787876,1.64938634987e-05,1.08632960113e-05,0.000199394317776,0.00532098655031,0.00336241297409,0.000652868303382,2.30103950057e-06,4.67470627143e-07,3.66544192277e-05,2.50688870839e-05,0.0152284694461,6.31018828188e-07,3.16623912004e-10,1.31668827167e-05,4.10872351487e-17,3.67212641317e-18,0.000158358010793,0.0213804633974,4.50939287378e-12,1.363405897e-13,2.28879018425e-10,7.78132944657e-13,5.51947292833e-24,2.09823206345e-09,4.62488243223e-12,6.47746632663e-11,2.07203856934e-31,8.479309647e-31,2.52690469673e-20,1.76530955412e-16,1.68807138191e-35,1.63974732999e-18,3.14004759611e-06,1.40672032307e-08,2.47204036662e-20,1.33054514913e-23,7.47382166963e-10,6.16154903693e-11,9.49803879074e-23,5.58345006622e-18,4.41006471449e-24,1.1355184614e-26,1.81108871183e-09,1.02278351233e-15,1.85350857532e-09,3.11387044367e-09,1.88870129085e-09,5.73694211657e-11,1.43753144625e-09,1.45206116605e-18,1.72073491807e-08,2.29590364793e-07,3.49323655447e-07,2.80036498385e-11
9.609375e-05,3.27067297756,0.0,1628.09272149,0.2033220699692558,-2.83760442692e-20,0.0432718214792,0.000929853664528,1.95619681742e-05,0.224558268419,0.000843873691779,0.000198842686215,5.67726544875e-06,6.54589529508e-07,0.0104282955887,9.19335481975e-05,0.110489346931,0.0278300217344,1.05843621768e-07,8.1081554016e-06,0.176169424325,0.101415370448,0.00191236119239,0.0834862939799,0.0048422013345,5.89569006657e-05,3.71048315205e-09,4.30912311103e-06,5.42183246395e-05,1.10755343941e-07,0.00100315741481,0.166144774849,1.79292280329e-05,1.17984157716e-05,0.000195964001069,0.00544695862861,0.0035137369023,0.000676252024531,2.48370448434e-06,4.93424262468e-07,3.62002638154e-05,2.14358697144e-05,0.0148246847465,5.43117337236e-07,2.47443958076e-10,9.61738761859e-06,1.5838475338e-17,1.46187732306e-18,0.000126472954511,0.0213444734266,4.82093100335e-12,1.54287495051e-13,1.85822448182e-10,4.02409025917e-13,2.49957334639e-24,5.71828335726e-10,1.28227947924e-12,1.86819033278e-11,1.77077638334e-32,7.2276042321e-32,2.26111350936e-21,2.03907569894e-16,1.02855190987e-35,1.3226252071e-18,2.9106774144e-06,1.31008574194e-08,2.53649467436e-21,1.44287579482e-24,6.13766764924e-10,5.09733774651e-11,7.78291044391e-24,5.05286699183e-18,4.02107549118e-24,3.81924121619e-27,1.37831242091e-09,7.55125011788e-16,1.56881969352e-09,2.56777794023e-09,1.65789489458e-09,4.97962366445e-11,1.43443810324e-09,1.27763457614e-18,1.37211885604e-08,1.82890736652e-07,2.77216617993e-07,2.18069385385e-11
9.84375e-05,3.308686914,0.0,1643.99994168,0.20098607613075464,-2.83363965283e-20,0.043639385963,0.000994583304269,2.12616981272e-05,0.225225911576,0.000817226809835,0.000200082278528,4.77038106453e-06,5.83314541701e-07,0.0097877531586,8.56180767711e-05,0.111419159848,0.0280608150692,1.22625229824e-07,9.00320764044e-06,0.17574341567,0.10321079128,0.00158698678614,0.082092844414,0.00458394605563,4.13861027708e-05,2.79351998395e-09,3.59735247225e-06,5.92737371496e-05,1.21218498064e-07,0.0010328555923,0.165304907789,1.95163116791e-05,1.28550421525e-05,0.000192420335089,0.00557313816916,0.0036649901357,0.000699955313851,2.67585645156e-06,5.19201625666e-07,3.57518311215e-05,1.85037823396e-05,0.0144325950025,4.69798111938e-07,1.95379060729e-10,7.07574999914e-06,5.86716140745e-18,5.58685727317e-19,0.000100291524004,0.0213097568294,5.13068667029e-12,1.7393733491e-13,1.50361994126e-10,2.00196014673e-13,1.08530444219e-24,1.44441322713e-10,3.29419231036e-13,4.9866605921e-12,1.68750638001e-33,6.87076027847e-33,2.28677982741e-22,2.34235531236e-16,6.24303860213e-36,1.05602970689e-18,2.68431849607e-06,1.21366605074e-08,2.41899466614e-22,1.45178378875e-25,5.07561028461e-10,4.2620242919e-11,6.74623387517e-25,4.55412264964e-18,3.63772245838e-24,1.22836002397e-27,1.05513232154e-09,5.61360997307e-16,1.31609364701e-09,2.10042294756e-09,1.44076458636e-09,4.28023042918e-11,1.43140642268e-09,1.11822332593e-18,1.08640206437e-08,1.44669350157e-07,2.18571093816e-07,1.68734678427e-11
0.00010078125,3.34620987619,0.0,1659.73282831,0.19873230448620566,-2.82980448393e-20,0.044006464163,0.00106085896381,2.31393811323e-05,0.22585627776,0.000795275772249,0.000201333347679,4.00032882923e-06,5.1734040739e-07,0.00917997673446,8.00367190374e-05,0.112329055334,0.0282951043456,1.41569722306e-07,9.95816396343e-06,0.175265147451,0.1050300243,0.00131203674013,0.0806848808935,0.00432877918448,2.89906216593e-05,2.08535748899e-09,2.98849567886e-06,6.47204271907e-05,1.32568901004e-07,0.00106304887013,0.164443928742,2.12730524055e-05,1.40494933921e-05,0.000188858831691,0.00569969910734,0.00381603141713,0.000723979461422,2.87793161312e-06,5.4475246368e-07,3.53080656069e-05,1.61262997892e-05,0.0140509344686,4.08431806695e-07,1.55753392496e-10,5.22770072351e-06,2.08628564615e-18,2.04763077129e-19,7.89355452677e-05,0.0212761514197,5.44350212853e-12,1.95609098998e-13,1.21271111032e-10,9.57200901173e-14,4.514333139e-25,3.37883198595e-11,7.83901321483e-14,1.23161061741e-12,4.64141362389e-34,1.88556392885e-33,6.86784520553e-23,2.67711047701e-16,3.76332513337e-36,8.34546512272e-19,2.46216449035e-06,1.11808117651e-08,2.14688113884e-23,1.35725814679e-26,4.22621087664e-10,3.60169596444e-11,1.2136718819e-25,4.08762208093e-18,3.26653721674e-24,3.77866227864e-28,8.10119791764e-10,4.18939064037e-16,1.09404362345e-09,1.70379232521e-09,1.23940244723e-09,3.64269772463e-11,1.42847836714e-09,9.73798116425e-19,8.53770943082e-09,1.1358998782e-07,1.71142456135e-07,1.29674422312e-11
0.000103125,3.38331296678,0.0,1675.31288836,0.19655290731882777,-2.82608434635e-20,0.0443726610834,0.00112843562583,2.52033165952e-05,0.22645285855,0.00077837219239,0.000202602983889,3.35033591256e-06,4.5676124759e-07,0.00860297472697,7.51059606695e-05,0.113220969902,0.0285330762061,1.62885253276e-07,1.09746456812e-05,0.174740003946,0.106871622816,0.00108078551715,0.0792636476337,0.00407797303577,2.03520520736e-05,1.54423691905e-09,2.4707444292e-06,7.05747424867e-05,1.44848902489e-07,0.00109370996244,0.163562402272,2.32159811496e-05,1.53979000451e-05,0.000185369060617,0.00582681961724,0.00396675359976,0.000748322769743,3.09028435865e-06,5.70031931376e-07,3.48680332375e-05,1.41909612875e-05,0.0136786338676,3.56892782824e-07,1.25304247327e-10,3.86843575001e-06,7.11375227551e-19,7.19029973826e-20,6.16395670736e-05,0.0212435188226,5.76776162278e-12,2.19767015115e-13,9.74973120134e-11,4.39446547382e-14,1.79708565574e-25,7.31437412602e-12,1.72990797637e-14,2.81795579959e-13,3.97705174215e-34,1.61197241133e-33,6.28436194169e-23,3.04535122587e-16,2.24695743449e-36,6.52691545803e-19,2.24543062493e-06,1.02396243129e-08,1.77534142661e-24,1.1805824993e-27,3.54227590394e-10,3.07629795156e-11,6.77370549894e-26,3.65348659588e-18,2.91261484863e-24,1.11160065157e-28,6.22274305483e-10,3.13055742724e-16,9.00971095633e-10,1.37010804242e-09,1.05522755826e-09,3.06892802568e-11,1.425670585e-09,8.43983585796e-19,6.65700887034e-09,8.84949351954e-08,1.33024628457e-07,9.89378932838e-12
0.00010546875,3.42005808809,0.0,1690.75887113,0.19444114189326925,-2.82246686637e-20,0.0447376364919,0.00119708607583,2.74604610931e-05,0.227018692807,0.000766724847945,0.00020389770779,2.80437145228e-06,4.01575208446e-07,0.0080550405426,7.07414473625e-05,0.114096568644,0.0287748798437,1.86792012449e-07,1.20546113081e-05,0.174172763123,0.108734132594,0.000887170689387,0.0778304463916,0.00383262735201,1.43948495776e-05,1.13488372698e-09,2.0330028985e-06,7.68512064451e-05,1.58097265272e-07,0.00112481400333,0.162660758674,2.53598365951e-05,1.69159888564e-05,0.00018203281918,0.00595467633006,0.00411707499386,0.000772979315586,3.31316473606e-06,5.94999687426e-07,3.44309257192e-05,1.2609693888e-05,0.0133148045014,3.1345600836e-07,1.01712320817e-10,2.86097239432e-06,2.32368063007e-19,2.41689714918e-20,4.77381220339e-05,0.0212117416058,6.11617608691e-12,2.47080355743e-13,7.81419783438e-11,1.93539400899e-14,6.83959645369e-26,1.46439755517e-12,3.56500507806e-15,6.01404140587e-14,4.13332853981e-34,1.67147757838e-33,6.91619954135e-23,3.44911993179e-16,1.32586300967e-36,5.05113004307e-19,2.03532531426e-06,9.31940139305e-09,1.36951320083e-25,9.56694406222e-29,2.98754186497e-10,2.65559039885e-11,5.20128050623e-26,3.25156607839e-18,2.57970207641e-24,3.12559029421e-29,4.77210508876e-10,2.33740238722e-16,7.34861791004e-10,1.09191356758e-09,8.89030475667e-10,2.55901238555e-11,1.42298464329e-09,7.28149795385e-19,5.1480482792e-09,6.83835270271e-08,1.02598352679e-07,7.49124459573e-12
0.0001078125,3.45649845368,0.0,1706.08688615,0.19239123318049545,-2.81894159534e-20,0.0451011066749,0.00126660212548,2.99164484762e-05,0.227556404038,0.000760418377618,0.000205223489729,2.34758792824e-06,3.51696324439e-07,0.0075347120303,6.68615091272e-05,0.114957285532,0.0290206300575,2.13522164317e-07,1.32003868654e-05,0.17356764094,0.110616094374,0.000725777139237,0.0763866336713,0.00359368327143,1.03209952243e-05,8.28123323732e-10,1.66499068424e-06,8.35623574317e-05,1.72348867978e-07,0.00115633887283,0.161739329701,2.77172766205e-05,1.86188803375e-05,0.000178922784696,0.00608343913348,0.00426693125501,0.000797937884958,3.54670113402e-06,6.19619033123e-07,3.39960600959e-05,1.13125427501e-05,0.0129587207643,2.76716067917e-07,8.32991402973e-11,2.11103993647e-06,7.26448260564e-20,7.76980218549e-21,3.66549722117e-05,0.0211807206863,6.50681875645e-12,2.78515196708e-13,6.24418622838e-11,8.1697543896e-15,2.4862166134e-26,2.71017443711e-13,7.07950632062e-16,1.23442491036e-14,4.33068205178e-34,1.74736674242e-33,7.68489392459e-23,3.89047179087e-16,7.71771153656e-37,3.86744536136e-19,1.83302032908e-06,8.42630229183e-09,9.86628991273e-27,7.23343696038e-30,2.53413080733e-10,2.31646143475e-11,4.11125588439e-26,2.88144487774e-18,2.27032695323e-24,8.39335682376e-30,3.64768642958e-10,1.74079324804e-16,5.93479045646e-10,8.62150797793e-10,7.41033842093e-10,2.11148309659e-11,1.42041405e-09,6.25487683524e-19,3.94705873951e-09,5.23940895626e-08,7.8489832914e-08,5.62676313117e-12
0.00011015625,3.49267912842,0.0,1721.31053896,0.19039825175440825,-2.81549975935e-20,0.0454628446818,0.0013367949715,3.25756003716e-05,0.228068239452,0.000759432795247,0.000206585758538,1.9665716414e-06,3.06966448875e-07,0.00704072988041,6.33897019522e-05,0.115804362401,0.0292704095461,2.43319782161e-07,1.44146762555e-05,0.172928341276,0.11251604642,0.000591809801338,0.0749336134801,0.00336193634721,7.55050036294e-06,6.00275455788e-10,1.35730261596e-06,9.07186247493e-05,1.87634439794e-07,0.00118826542217,0.160798378654,3.0298679557e-05,2.05208988319e-05,0.000176101629062,0.00621326660672,0.00441626813008,0.000823181110784,3.79088856493e-06,6.43856133558e-07,3.35628748139e-05,1.02434246601e-05,0.0126098019448,2.4552369246e-07,6.88305317384e-11,1.5519638609e-06,2.17172492993e-20,2.3869706574e-21,2.78937649759e-05,0.0211503729661,6.96458191221e-12,3.15470881761e-13,4.97521414954e-11,3.30257726557e-15,8.62344095584e-27,4.63474863553e-14,1.53178320789e-16,2.74784794482e-15,4.51539991338e-34,1.81791925235e-33,8.51684299457e-23,4.37145148179e-16,4.42491786965e-37,2.92912826053e-19,1.6396204208e-06,7.56620212346e-09,6.64543310414e-28,5.12403660659e-31,2.16059745367e-10,2.04109424545e-11,3.24465492387e-26,2.54244820161e-18,1.98595358273e-24,2.15045830712e-30,2.77543286911e-10,1.29142515019e-16,4.74451902354e-10,6.74224551123e-10,6.10965164999e-10,1.72358530126e-11,1.41794871336e-09,5.35070974252e-19,2.99927235701e-09,3.97883504444e-08,5.95368856205e-08,4.19094045341e-12
0.0001125,3.5286376086,0.0,1736.44108797,0.1884580038400296,-2.81213403126e-20,0.0458226792677,0.00140749487527,3.54409264674e-05,0.228556109212,0.000763662480759,0.000207989401902,1.64944587258e-06,2.67167121196e-07,0.00657199793093,6.02564959306e-05,0.116638885185,0.0295242707257,2.76440790898e-07,1.57005534011e-05,0.172258108136,0.114432526984,0.000481057585418,0.0734728280131,0.00313804855311,5.67000630958e-06,4.32441637331e-10,1.10143267067e-06,9.83282417648e-05,2.03980319223e-07,0.00122057759991,0.159838125883,3.31120256945e-05,2.26353948914e-05,0.000173621556486,0.00634430211396,0.00456503530135,0.000848684831388,4.04558255652e-06,6.67679346529e-07,3.31309232124e-05,9.35714602731e-06,0.0122675940384,2.18935949665e-07,5.7386917642e-11,1.1354685986e-06,6.20327397635e-21,7.00218999975e-22,2.10296894135e-05,0.0211206291755,7.52329236515e-12,3.59976994708e-13,3.95309506267e-11,1.27744824878e-15,2.85152208281e-27,7.32198647794e-15,4.85322364759e-17,8.89550406688e-16,4.68250310412e-34,1.88117496876e-33,9.40924116733e-23,4.89406651353e-16,2.4956618334e-37,2.19404598005e-19,1.45613345947e-06,6.74455052521e-09,4.189294565e-29,3.5227446557e-32,1.85042789035e-10,1.81567803179e-11,2.55034824515e-26,2.23365331425e-18,1.72714768993e-24,5.25125047066e-31,2.09981112123e-10,9.53263324046e-17,3.75355570647e-10,5.22052450611e-10,4.98137526932e-10,1.39155522049e-11,1.41557755159e-09,4.5590652205e-19,2.257945786e-09,2.99376504661e-08,4.47605656206e-08,3.09421012261e-12
0.00011484375,3.56440443841,0.0,1751.48762021,0.18656693186228093,-2.80883832404e-20,0.0461804927566,0.00147855032891,3.85141168614e-05,0.229021624753,0.000772933803771,0.000209438760546,1.38586699637e-06,2.32031233097e-07,0.00612754712801,5.74002488568e-05,0.117461816464,0.0297822372881,3.13152939698e-07,1.70614387008e-05,0.171559777697,0.116364076669,0.000389851045077,0.0720057477044,0.0029225592961,4.39026962834e-06,3.09768735555e-10,8.89768928321e-07,0.000106397195546,2.21408230557e-07,0.0012532624841,0.158858770283,3.61628490512e-05,2.49745811097e-05,0.000171524213403,0.00647667055338,0.00471318149839,0.000874417677187,4.3104983387e-06,6.91058672857e-07,3.26998652457e-05,8.61721943805e-06,0.0119317521293,1.961769959e-07,4.82758748551e-11,8.25954449401e-07,1.69168277657e-21,1.95998922847e-22,1.57018527797e-05,0.0210914319153,8.22880774238e-12,4.14973187234e-13,3.13253464233e-11,4.72429834675e-16,8.98224076129e-28,1.06840787663e-15,2.60857373201e-17,4.89068828504e-16,4.83020561174e-34,1.936468253e-33,1.03637478173e-22,5.46025788838e-16,1.38301867297e-37,1.62499142327e-19,1.28344226871e-06,5.96623501482e-09,2.4743626721e-30,3.26229614767e-33,1.59088439112e-10,1.62947373625e-11,1.99593981801e-26,1.95390739291e-18,1.49374173417e-24,1.22091935741e-31,1.57821504129e-10,6.9946069111e-17,2.93782266758e-10,4.00098908764e-10,4.01533956207e-10,1.11089326329e-11,1.41328987834e-09,3.86974621787e-19,1.68347458972e-09,2.231049576e-08,3.33408460586e-08,2.26364912412e-12
