z (m),u (m/s),V (1/s),T (K),rho (kg/m3),AR,H2,H,O,H2O,OH,O2,HO2,H2O2,CH2O,HCO,CO,CO2,N,NH,NO,N2,NO2,N2O,HNO,HONO,NO3,HNO3,NH2,NNH,NH3,HCN,CN,NCO,HOCN,HNCO,HNC,C2N2,NCN,CNO,HCNO,H2CN,H2CNH,H2CNO,H2CNNO,H2CNNO2,HMX,HMXR,HMXRO,HCOOH,HOCO,OCHO,ONNO2,ONTNTA,INT279a,INT249a,INT202a,INT101a,INT121a,INT121b,INT90a,INT62a,INT206e,INT132a,INT86a,INT86e,INT162b,INT132d,CH2NHCHO,CH2NCO,INT105a,INT75f,INT120b,INT295a,INT74a,INT92a,INT250a,INT220a,INT191d,INT117b,INT233a,INT232a,RDXRO,INT176,INT149,MNH
2.63671875e-06,0.523487300322,0.0,661.081608385,1.2703269011407783,-4.1732051281e-20,0.0318974574079,3.4216005454e-06,1.71259860499e-09,0.143860995827,1.61229702538e-05,0.000100140417889,1.80955958514e-07,1.19670371817e-06,0.0632696507701,1.44121624345e-05,0.051192353594,0.0141351944441,1.07123928863e-12,4.91465989091e-12,0.114814330745,0.0671906651242,0.0444720689025,0.105246757878,0.00262601770637,0.0126335574661,5.30583047696e-11,7.30645184327e-05,7.26728611687e-09,4.21805955548e-11,0.000339344462852,0.13158543764,1.08524708883e-10,5.11056645069e-10,7.40843019167e-05,0.00138504577817,0.000480779265894,0.000112978186781,9.07601339703e-09,2.46280743913e-10,3.36195084872e-05,0.000895344775324,0.0235001347672,8.01897904434e-07,0.000695252563266,0.0092175329397,0.14095340729,1.6989388283e-06,0.00404755405179,0.0338901532997,3.49201457854e-16,2.91305478254e-19,1.68005860466e-07,5.66948695449e-06,5.77877282806e-19,0.000340391813374,3.78361681351e-07,2.66066427624e-07,2.92121829544e-06,1.7323703856e-05,9.06305614418e-06,5.68083495606e-10,1.02271190904e-34,7.55682167349e-19,1.50888497398e-05,1.30018489119e-08,7.94805376016e-06,2.12841426648e-12,7.92752911935e-07,2.74418631734e-06,2.57300929468e-06,5.5648631755e-11,3.88877995404e-29,4.75305013214e-18,2.88031232727e-09,1.84903260533e-13,1.34259281604e-11,2.85302358799e-09,2.14536067541e-13,1.90630135359e-14,5.55344838489e-10,1.8897752225e-20,4.60074867726e-09,3.40812234657e-08,0.000833834918981,1.996860603e-11
2.9296875e-06,0.528042948898,0.0,664.069678949,1.2593672567582677,-4.16086093744e-20,0.0319279030482,3.01170138542e-06,1.62556583938e-09,0.144154036595,1.48810613844e-05,0.000100476414036,1.73080682303e-07,1.20161241996e-06,0.0631005333377,1.17364523157e-05,0.0513498922519,0.0141825266985,9.74108055698e-13,4.65098591572e-12,0.115107166478,0.067165513855,0.0445439828244,0.105243692357,0.00262352495085,0.0126451027196,5.73480963174e-11,7.31502229432e-05,6.99679846396e-09,4.03602863502e-11,0.000340543621848,0.131844274028,1.05483753053e-10,4.88589342686e-10,7.4513193883e-05,0.0013925964678,0.000483093100634,0.000113701783141,9.19252761784e-09,2.35557577789e-10,3.38039517951e-05,0.000925399828835,0.0236099016336,8.46478262647e-07,0.000662025749594,0.00930029879565,0.139823752916,1.80665932e-06,0.00411710040932,0.0337742692514,3.74176005253e-16,3.20025522846e-19,1.63178898427e-07,4.97699093289e-06,5.33211411938e-19,0.000346124457752,3.80408951578e-07,2.68330867517e-07,2.87963940127e-06,1.70293368811e-05,9.12987569746e-06,5.74515352824e-10,1.09574045679e-34,7.81006152675e-19,1.50163209846e-05,1.31078910978e-08,7.88124269405e-06,1.88741525139e-12,7.95402724931e-07,2.69558318523e-06,2.54956877301e-06,5.09950863347e-11,4.33379075948e-29,5.8106825434e-18,2.98108314698e-09,1.88325459607e-13,1.45221004131e-11,2.89604528058e-09,2.33147306346e-13,2.05953315383e-14,5.56214149124e-10,1.97433923984e-20,5.06646626106e-09,3.75033416984e-08,0.000843594608448,2.21195546908e-11
3.22265625e-06,0.532643092476,0.0,667.05080769,1.2484907988060372,-4.14858688914e-20,0.0319582807003,2.64739488051e-06,1.54052532277e-09,0.144446811604,1.3685181246e-05,0.000100812813873,1.6529612305e-07,1.20652106009e-06,0.0629314815724,9.67010145002e-06,0.0515071681057,0.0142296037868,8.83036800194e-13,4.39003818075e-12,0.115399210271,0.0671410475243,0.0446184193577,0.105240445306,0.00262127943852,0.0126555968496,6.19729774416e-11,7.32155513826e-05,6.71818996419e-09,3.85280798821e-11,0.00034174285592,0.132104167628,1.02132689881e-10,4.65814365668e-10,7.49430804328e-05,0.00140016330338,0.000485411823848,0.000114427946073,9.31617800569e-09,2.24536398186e-10,3.39883288593e-05,0.000955130426994,0.0237199538738,8.92691470629e-07,0.000629217895791,0.00938579070513,0.138686855988,1.92521851747e-06,0.00418751284674,0.033659015517,4.00612571053e-16,3.51194254728e-19,1.58559127063e-07,4.37744974064e-06,4.92727733153e-19,0.000351925254745,3.82487248781e-07,2.70611311857e-07,2.8377971777e-06,1.673545542e-05,9.19651504734e-06,5.81345991484e-10,1.17352426473e-34,8.06920379346e-19,1.49440639136e-05,1.32143390946e-08,7.81446638279e-06,1.82968018344e-12,7.98062708176e-07,2.64714229163e-06,2.5261656307e-06,4.70436514264e-11,4.824459621e-29,7.08748298985e-18,3.09188844512e-09,1.91832343841e-13,1.56959471104e-11,2.94016252544e-09,2.53218342819e-13,2.2238253253e-14,5.57109084572e-10,2.06208891054e-20,5.57434293327e-09,4.12533835556e-08,0.000853412688065,2.44757865775e-11
3.515625e-06,0.537289587598,0.0,670.026251276,1.2376938160606898,-4.13638270428e-20,0.0319885916008,2.32541505554e-06,1.45876934202e-09,0.144739372719,1.25469714381e-05,0.000101149580907,1.57664915025e-07,1.21143053724e-06,0.062762456189,8.05754447576e-06,0.0516643085024,0.014276503102,7.98588680442e-13,4.13578843525e-12,0.115690413953,0.0671172640491,0.044695160313,0.105237023794,0.00261935155409,0.0126651021065,6.69553445305e-11,7.32629169164e-05,6.43564010905e-09,3.67058909019e-11,0.000342942173629,0.132365119339,9.85611847816e-11,4.4309617628e-10,7.53739639795e-05,0.00140774647196,0.000487735436134,0.00011515669251,9.44693579542e-09,2.13378077806e-10,3.41726182311e-05,0.00098438979009,0.0238302762264,9.40350088429e-07,0.000597061796441,0.0094739984209,0.137542717743,2.05508355827e-06,0.00425879944444,0.0335443900509,4.28588618086e-16,3.85001212243e-19,1.54132803553e-07,3.8573189237e-06,4.55980996946e-19,0.000357794619605,3.84596777827e-07,2.72908082542e-07,2.79570509555e-06,1.64420904036e-05,9.26294208311e-06,5.885926455e-10,1.25636740038e-34,8.33440440435e-19,1.48720789349e-05,1.33211931543e-08,7.74772594096e-06,1.85593806614e-12,8.0073331594e-07,2.59886957026e-06,2.5028000526e-06,4.3726198834e-11,5.36512251396e-29,8.62609961956e-18,3.21292227681e-09,1.95425791157e-13,1.69525330285e-11,2.98544506828e-09,2.74863946508e-13,2.39998804352e-14,5.58029753422e-10,2.15315087368e-20,6.1279293299e-09,4.53619136815e-08,0.000863288019361,2.70552488369e-11
3.80859375e-06,0.541984146858,0.0,672.997025699,1.226973157534315,-4.12424810925e-20,0.0320188368632,2.04202797808e-06,1.38131230687e-09,0.145031767874,1.14739888388e-05,0.000101486687657,1.50238413991e-07,1.21634159291e-06,0.0625934200918,6.78518312848e-06,0.051821412223,0.0143232848062,7.20983253191e-13,3.89122040286e-12,0.115980751164,0.0670941612075,0.0447740263023,0.105233433728,0.00261779403563,0.0126736671335,7.23192352065e-11,7.32945121364e-05,6.15287280364e-09,3.49136760222e-11,0.000344141581015,0.132627129144,9.48486421826e-11,4.20734579082e-10,7.5805846358e-05,0.00141534614037,0.000490063935192,0.000115888037832,9.58478065059e-09,2.02222999615e-10,3.43567975516e-05,0.001013070224,0.023940854088,9.8930354713e-07,0.000565734054139,0.00956491226745,0.136391336682,2.19676069158e-06,0.00433096820141,0.0334303908362,4.58183817827e-16,4.21647667529e-19,1.49887795404e-07,3.40517537573e-06,4.22577271656e-19,0.000363732945612,3.86737736664e-07,2.75221520806e-07,2.7533762241e-06,1.6149275875e-05,9.32912272285e-06,5.96272401829e-10,1.34458882735e-34,8.60580944226e-19,1.48003664371e-05,1.34284532417e-08,7.68102251144e-06,1.92101018527e-12,8.03414854367e-07,2.55077134005e-06,2.47947224219e-06,4.09788299802e-11,5.96047734792e-29,1.04769300251e-17,3.34439617898e-09,1.99107584764e-13,1.8297176449e-11,3.03196701909e-09,2.98207646145e-13,2.58888915283e-14,5.58976253467e-10,2.24765278293e-20,6.73103228313e-09,4.98621564705e-08,0.000873219308241,2.98772145437e-11
4.1015625e-06,0.546728374014,0.0,675.963957597,1.216326116606885,-4.11218283555e-20,0.0320490174979,1.79337969349e-06,1.30892711499e-09,0.145324041105,1.04705490355e-05,0.000101824113275,1.43058803836e-07,1.22125483173e-06,0.0624243384781,5.7697739731e-06,0.0519785568158,0.0143699962105,6.50191639665e-13,3.65849544352e-12,0.116270211639,0.067071736679,0.0448548684441,0.105229679922,0.00261664657626,0.0126813305084,7.809017142e-11,7.33123153086e-05,5.87315369064e-09,3.31689029908e-11,0.000345341082227,0.13289019627,9.10639133431e-11,3.98970236014e-10,7.62387289714e-05,0.00142296245799,0.000492397317147,0.000116621996148,9.72970039456e-09,1.91191260073e-10,3.45408437337e-05,0.0010410946055,0.0240516736066,1.03943104037e-06,0.0005353668785,0.00965852314968,0.135232709664,2.35079592856e-06,0.00440402705776,0.0333170158841,4.89480230363e-16,4.61347328861e-19,1.45813281011e-07,3.01136213457e-06,3.92167803371e-19,0.000369740605241,3.88910317925e-07,2.77551990112e-07,2.71082342119e-06,1.58570488385e-05,9.39502088243e-06,6.04402124722e-10,1.43852344616e-34,8.88355719171e-19,1.4728926795e-05,1.35361190774e-08,7.61435726738e-06,2.00476342168e-12,8.06107525503e-07,2.5028543101e-06,2.45618242032e-06,3.87419860011e-11,6.61561195179e-29,1.26994266406e-17,3.48654115457e-09,2.02879433465e-13,1.97354642503e-11,3.07980703096e-09,3.23382528245e-13,2.79145935043e-14,5.59948673159e-10,2.34572387715e-20,7.38773146324e-09,5.47901553562e-08,0.00088320509768,3.29623705315e-11
4.39453125e-06,0.551523790512,0.0,678.927722816,1.2057503437634085,-4.10018661922e-20,0.0320791344284,1.57571005754e-06,1.24218348101e-09,0.145616232647,9.53845448766e-06,0.000102161841821,1.36160696051e-07,1.22617074134e-06,0.0622551788494,4.9500733884e-06,0.0521358039127,0.0144166749599,5.86012425753e-13,3.43911111336e-12,0.116558797124,0.0670499880723,0.044937562035,0.105225766167,0.0026159391619,0.0126881233001,8.42951418773e-11,7.33181007703e-05,5.59930682389e-09,3.14864529231e-11,0.000346540679982,0.133154319301,8.72657119472e-11,3.7799139495e-10,7.66726128899e-05,0.00143059555878,0.000494735577507,0.000117358580494,9.88169068205e-09,1.803835962e-10,3.47247331021e-05,0.00106840999389,0.0241627217232,1.09063603509e-06,0.000506056973623,0.00975482252829,0.134066832767,2.51777553565e-06,0.00447798391046,0.0332042632313,5.22562452189e-16,5.0432704289e-19,1.41899522261e-07,2.66769650968e-06,3.64443552013e-19,0.000375817950766,3.91114710176e-07,2.79899878919e-07,2.66805947855e-06,1.55654491532e-05,9.46059844038e-06,6.12998375567e-10,1.53852307969e-34,9.16777964516e-19,1.46577603714e-05,1.36441901679e-08,7.5477314124e-06,2.09842769323e-12,8.08811454319e-07,2.45512558432e-06,2.43293082382e-06,3.69604914619e-11,7.33603355002e-29,1.53636027543e-17,3.63960954743e-09,2.06742987419e-13,2.12732664582e-11,3.12904846719e-09,3.50532118648e-13,3.00869794202e-14,5.60947092614e-10,2.44749542228e-20,8.10239683254e-09,6.01849804394e-08,0.000893243758689,3.63329074301e-11
4.6875e-06,0.556371855756,0.0,681.888875762,1.195243780079884,-4.08825920029e-20,0.0321091885041,1.38547682657e-06,1.18148525664e-09,0.145908379082,8.67760681086e-06,0.00010249986101,1.295723909e-07,1.23108971106e-06,0.0620859109578,4.28081637581e-06,0.0522932031012,0.0144633513625,5.28130696519e-13,3.23404452142e-12,0.116846518436,0.0670289129436,0.0450220016787,0.105221695282,0.00261569450263,0.0126940709215,9.09626743919e-11,7.33134519322e-05,5.33374422444e-09,2.9878733533e-11,0.000347740375902,0.133419496261,8.35034361059e-11,3.57941018314e-10,7.71074989177e-05,0.00143824556298,0.000497078711829,0.000118097802995,1.00407546387e-08,1.698827837e-10,3.49084415016e-05,0.0010949827704,0.0242739861756,1.14284201636e-06,0.000477872336008,0.00985380237003,0.132893701975,2.69832638314e-06,0.00455284662387,0.0330921309353,5.57517739634e-16,5.50827501462e-19,1.38137689207e-07,2.36722952824e-06,3.39130362518e-19,0.000381965314439,3.93351098932e-07,2.82265603388e-07,2.62509723487e-06,1.52745194604e-05,9.52581520085e-06,6.22077329095e-10,1.64495742234e-34,9.45860361755e-19,1.4586867517e-05,1.3752665829e-08,7.48114617989e-06,2.19828381269e-12,8.11526705962e-07,2.40759266549e-06,2.40971770421e-06,3.55835381508e-11,8.12769985278e-29,1.85517665861e-17,3.80387680901e-09,2.10699849677e-13,2.29167504731e-11,3.17977955586e-09,3.79811334106e-13,3.24167901412e-14,5.61971584323e-10,2.55310105999e-20,8.87970658842e-09,6.60889832981e-08,0.000903333479782,4.00126120866e-11
4.98046875e-06,0.561273982805,0.0,684.847872009,1.1848046059084232,-4.07640032211e-20,0.0321391805107,1.21942052996e-06,1.12710494756e-09,0.146200513526,7.88651088788e-06,0.000102838161285,1.23316908617e-07,1.23601204856e-06,0.0619165067082,3.72837009081e-06,0.052450794761,0.0145100500997,4.76162920111e-13,3.0438774238e-12,0.11713339331,0.0670085088086,0.0451080975059,0.105217469169,0.00261592981311,0.0126991944819,9.81229789661e-11,7.32997757122e-05,5.07850335483e-09,2.83558941031e-11,0.000348940170764,0.133685724662,7.98182067635e-11,3.38923797864e-10,7.75433876366e-05,0.00144591257849,0.00049942671619,0.000118839674985,1.02069024881e-08,1.59755311057e-10,3.50919443815e-05,0.00112079488497,0.0243854554742,1.19598916994e-06,0.000450857538381,0.00995545507884,0.131713313754,2.89311616505e-06,0.00462862303592,0.0329806170691,5.94436113858e-16,6.01103956842e-19,1.34519722864e-07,2.10404711476e-06,3.15984715706e-19,0.000388183008341,3.95619667519e-07,2.84649610085e-07,2.58194966497e-06,1.49843051328e-05,9.59062885665e-06,6.31654686675e-10,1.75821496763e-34,9.75615157821e-19,1.4516248569e-05,1.38615452025e-08,7.414602832e-06,2.30281205864e-12,8.14253297168e-07,2.36026345869e-06,2.38654332658e-06,3.45646155439e-11,8.99705187999e-29,2.2360514086e-17,3.97964316213e-09,2.1475158459e-13,2.46723951378e-11,3.23209353134e-09,4.11387523935e-13,3.49155818496e-14,5.63022213646e-10,2.66267708892e-20,9.7246657854e-09,7.25481368336e-08,0.000913472255052,4.4026962482e-11
5.2734375e-06,0.566231550677,0.0,687.805085971,1.1744312008186546,-4.06460973078e-20,0.0321691111788,1.0745910274e-06,1.07921449148e-09,0.146492665833,7.16268252594e-06,0.000103176735147,1.17412859593e-07,1.24093799445e-06,0.0617469400311,3.2675908055e-06,0.0526086121557,0.0145567914922,4.2969031991e-13,2.86890292705e-12,0.117419444805,0.066988773151,0.0451957722127,0.105213088855,0.00261665812343,0.0127035117778,1.05808164129e-10,7.32783175328e-05,4.83528879705e-09,2.69260850638e-11,0.000350140064677,0.133953001545,7.62440073499e-11,3.2101274936e-10,7.79802794359e-05,0.00145359670196,0.000501779587497,0.000119584207098,1.03801511801e-08,1.50053183438e-10,3.52752168601e-05,0.00114584091573,0.0244971188588,1.25003177472e-06,0.000425037901549,0.0100597734127,0.130525665545,3.10285351059e-06,0.00470532096073,0.0328697197161,6.3341045189e-16,6.55426948423e-19,1.3103822628e-07,1.87310532128e-06,2.94789998854e-19,0.000394471323959,3.97920597832e-07,2.87052378709e-07,2.53862995146e-06,1.46948542412e-05,9.65499495349e-06,6.41745587505e-10,1.87870392462e-34,1.00605422784e-18,1.44459038498e-05,1.39708272696e-08,7.34810265854e-06,2.41143179944e-12,8.16991204019e-07,2.3131462738e-06,2.36340796863e-06,3.38613946232e-11,9.95104863485e-29,2.69030146025e-17,4.16723517295e-09,2.18899725052e-13,2.65470047725e-11,3.2860887615e-09,4.45441724918e-13,3.75958104722e-14,5.6409903917e-10,2.77636269716e-20,1.06426276923e-08,7.9612578586e-08,0.000923657870864,4.84032251717e-11
5.56640625e-06,0.57124591412,0.0,690.760824864,1.1641221119767635,-4.0528871746e-20,0.032198981191,9.48349970294e-07,1.03791195605e-09,0.146784862816,6.50297278851e-06,0.000103515576654,1.11875197212e-07,1.2458677348e-06,0.0615771867389,2.87954672081e-06,0.0527666829851,0.0146035924417,3.8828310819e-13,2.7092152825e-12,0.117704700095,0.0669697034274,0.0452849587182,0.105208554547,0.00261788925075,0.0127070380256,1.14052548776e-10,7.32501762632e-05,4.60551543127e-09,2.5595730166e-11,0.000351340057219,0.134221323497,7.28088613423e-11,3.04255221271e-10,7.8418174531e-05,0.00146129801979,0.000504137323686,0.000120331409341,1.05605240287e-08,1.40815750342e-10,3.54582337752e-05,0.0011701257354,0.0246089662417,1.30493613121e-06,0.000400422833686,0.0101667503897,0.129330756189,3.32828801392e-06,0.00478294818804,0.0327594369652,6.74536567094e-16,7.14083043364e-19,1.27686376834e-07,1.67009342558e-06,2.75353236827e-19,0.000400830531551,4.00254071041e-07,2.89474424885e-07,2.49515154452e-06,1.44062175291e-05,9.71886685691e-06,6.52364518516e-10,2.00685313979e-34,1.03718912759e-18,1.43758336646e-05,1.40805108594e-08,7.28164697606e-06,2.52395896097e-12,8.19740367321e-07,2.26624982693e-06,2.34031191987e-06,3.34355717119e-11,1.09972037397e-28,3.23116273518e-17,4.36700724964e-09,2.23145790753e-13,2.85477232721e-11,3.34186885951e-09,4.82171026759e-13,4.04710146367e-14,5.65202112963e-10,2.89430015933e-20,1.16393380135e-08,8.73376723845e-08,0.00093388789092,5.31705552389e-11
5.859375e-06,0.576318411409,0.0,693.715339903,1.1538760290128394,-4.04123240417e-20,0.0322287911877,8.3835875846e-07,1.00324420129e-09,0.147077128471,5.90382201425e-06,0.000103854681044,1.06715880952e-07,1.25080141154e-06,0.0614072243741,2.54986441213e-06,0.0529250305478,0.0146504671379,3.51517616857e-13,2.56478505901e-12,0.117989189554,0.0669512970705,0.0453755982952,0.105203865667,0.00261963052458,0.0127097864056,1.22893114481e-10,7.32163186775e-05,4.39035121282e-09,2.4369791567e-11,0.000352540147526,0.134490686656,6.95360221642e-11,2.88678243423e-10,7.88570729752e-05,0.00146901660891,0.00050649992384,0.000121081291157,1.07480503665e-08,1.32071482894e-10,3.5640969722e-05,0.00119366264351,0.0247209881421,1.36067889189e-06,0.000377008528669,0.0102763791867,0.128128586323,3.57021021746e-06,0.00486151247959,0.0326497669061,7.17913341846e-16,7.77375728722e-19,1.2445783804e-07,1.49131990315e-06,2.57502324561e-19,0.000407260879309,4.02620268263e-07,2.9191630303e-07,2.45152830663e-06,1.41184482986e-05,9.78219572264e-06,6.63525223845e-10,2.14311394317e-34,1.06903159299e-18,1.43060383e-05,1.41905946564e-08,7.21523712706e-06,2.6403861409e-12,8.22500696344e-07,2.21958324063e-06,2.31725548102e-06,3.32526788559e-11,1.2143624201e-28,3.87408907183e-17,4.57934309531e-09,2.27491437996e-13,3.06820483274e-11,3.39954277883e-09,5.21798986242e-13,4.35566943645e-14,5.66331480751e-10,3.01663517489e-20,1.27212006231e-08,9.57862881458e-08,0.000944159638984,5.83601284086e-11
6.4453125e-06,0.5866345212,0.0,699.621299346,1.1335848402554805,-4.01817406718e-20,0.0322881181776,6.61212823903e-07,9.53909307019e-10,0.147660886317,4.87745508574e-06,0.000104532418393,9.7575279833e-08,1.26066317576e-06,0.0610673506496,2.03313395805e-06,0.0532420554454,0.0147443147012,2.90785452635e-13,2.32178189278e-12,0.118554966331,0.0669165997516,0.0455607670369,0.10519418074,0.00262464796523,0.012713004097,1.42440348102e-10,7.31343327201e-05,4.00735557621e-09,2.22455105892e-11,0.000354936238169,0.13503164197,6.3546583694e-11,2.61142433231e-10,7.97363556893e-05,0.00148447883526,0.000511231334855,0.000122586557167,1.11438728959e-08,1.16146334668e-10,3.6004899265e-05,0.00123847550971,0.0249451277771,1.47441385952e-06,0.000333805785176,0.0105031534344,0.125706175357,4.1050592381e-06,0.00502126772887,0.0324327175983,8.11837637583e-16,9.19180350442e-19,1.18346164646e-07,1.19712441199e-06,2.26497393565e-19,0.000420318618244,4.07445604587e-07,2.96853540835e-07,2.36406429979e-06,1.35466629722e-05,9.90687592185e-06,6.87461501878e-10,2.44180889692e-34,1.13489353899e-18,1.41675506035e-05,1.44115950748e-08,7.08280258659e-06,2.88480304699e-12,8.2804573329e-07,2.12714280478e-06,2.27134895548e-06,3.35203471923e-11,1.47726275e-28,5.5411987942e-17,5.04197298323e-09,2.36474937405e-13,3.53817310705e-11,3.5207142663e-09,6.10541144393e-13,5.04104832453e-14,5.68667527203e-10,3.27505982862e-20,1.51640341047e-08,1.15037181762e-07,0.000964788972439,7.01386686673e-11
7.03125e-06,0.597197424435,0.0,705.524429185,1.1135346081431163,-3.99538032433e-20,0.0323472101963,5.27314470465e-07,9.31045850413e-10,0.148245096631,4.04652006577e-06,0.000105211122494,9.00318377555e-08,1.27054082963e-06,0.0607263937011,1.64645018424e-06,0.053560357891,0.0148385684812,2.43971943095e-13,2.13706472797e-12,0.119118035863,0.066884491385,0.0457511461429,0.105183809238,0.00263174307251,0.0127132403219,1.64816435696e-10,7.3038448632e-05,3.69199118209e-09,2.05715391361e-11,0.000357332538091,0.135576615085,5.83621002839e-11,2.38258413253e-10,8.06195487469e-05,0.00150000916643,0.000515981746526,0.000124102437613,1.15686362266e-08,1.02322516258e-10,3.6367368676e-05,0.00128058195668,0.0251698437148,1.59137164902e-06,0.000295145315215,0.0107403742472,0.123255375628,4.71524641652e-06,0.00518479318182,0.0322180762469,9.16031928726e-16,1.08363078692e-18,1.12662050694e-07,9.66543846972e-07,2.00140660466e-19,0.000433657895482,4.12401637299e-07,3.01876554843e-07,2.27619814953e-06,1.2979061066e-05,1.00287450706e-05,7.13694081067e-10,2.77889776891e-34,1.20371471875e-18,1.40301558542e-05,1.46341425148e-08,6.95057080268e-06,3.14522932833e-12,8.33632646008e-07,2.0357384223e-06,2.22560482689e-06,3.44296131859e-11,1.79165727405e-28,7.87386505774e-17,5.55973682202e-09,2.45870997491e-13,4.07144363277e-11,3.65080438286e-09,7.13803811478e-13,5.83029643292e-14,5.71107248242e-10,3.55289117471e-20,1.80296665431e-08,1.37961666838e-07,0.00098554269804,8.40333346679e-11
7.6171875e-06,0.60801762194,0.0,711.425508813,1.0937183002692015,-3.97284923203e-20,0.0324060712547,4.26542737825e-07,9.34703304572e-10,0.148829870369,3.38192489358e-06,0.000105890777572,8.41219165166e-08,1.28043461968e-06,0.0603842224412,1.35338191294e-06,0.0538800305215,0.0149332838393,2.08599501332e-13,2.00910568896e-12,0.11967867281,0.0668549508041,0.0459464491631,0.105172722568,0.00264092523844,0.0127105572066,1.90360766704e-10,7.29328631553e-05,3.44826329301e-09,1.93582680902e-11,0.000359729030643,0.136125558672,5.40369123224e-11,2.1984077988e-10,8.15066472392e-05,0.00151560793481,0.000520751194103,0.000125628989865,1.20227579069e-08,9.05812397315e-11,3.67281695334e-05,0.00132023166543,0.0253950751765,1.71159207744e-06,0.00026075299473,0.0109879815217,0.120776303323,5.40808626859e-06,0.00535214730026,0.032005827286,1.03140292761e-15,1.27384261832e-18,1.07368122903e-07,7.84721701431e-07,1.77627673871e-19,0.000447279675395,4.1748983275e-07,3.06991437577e-07,2.18805376022e-06,1.24161609255e-05,1.01473333746e-05,7.42295531597e-10,3.15884776583e-34,1.27557739211e-18,1.38938554341e-05,1.48582215943e-08,6.81855332232e-06,3.42204352515e-12,8.39259748529e-07,1.94545710641e-06,2.18002584498e-06,3.58239570475e-11,2.16661543675e-28,1.11171251206e-16,6.1366347571e-09,2.55690238405e-13,4.6754187732e-11,3.79087079454e-09,8.33987129271e-13,6.73947655121e-14,5.73650763006e-10,3.8514232621e-20,2.13823695366e-08,1.65190501953e-07,0.00100638936339,1.00375719962e-10
8.203125e-06,0.619105748782,0.0,717.325014962,1.074129906417322,-3.9505788456e-20,0.0324647050285,3.51300522308e-07,9.65256479659e-10,0.149415292727,2.85782870075e-06,0.000106571372076,7.98782872342e-08,1.29034461403e-06,0.060040720259,1.13031896386e-06,0.0542011439898,0.0150285023424,1.82681675126e-13,1.93756546277e-12,0.120237153286,0.0668279566276,0.0461464296802,0.105160883559,0.00265219369225,0.0127050064561,2.19452756295e-10,7.28207445144e-05,3.27949751406e-09,1.86126571989e-11,0.000362125696303,0.13667841745,5.06123909903e-11,2.05678723535e-10,8.23976443425e-05,0.0015312753812,0.000525539732142,0.000127166265899,1.25067251519e-08,8.08574690952e-11,3.70870911545e-05,0.00135770307111,0.0256207641648,1.83518707816e-06,0.000230300085768,0.0112459065313,0.118269135485,6.19129666561e-06,0.00552338707807,0.0317959549453,1.15891204346e-15,1.49328151743e-18,1.0243119413e-07,6.40508643839e-07,1.58309003306e-19,0.000461184450752,4.22711730183e-07,3.12205211479e-07,2.09976256144e-06,1.18585215884e-05,1.02621349243e-05,7.73317902746e-10,3.58656338299e-34,1.35056168682e-18,1.3758650362e-05,1.50838148787e-08,6.6867621564e-06,3.7156220586e-12,8.44924958155e-07,1.8563918633e-06,2.13461493625e-06,3.75849230896e-11,2.61261259297e-28,1.55982533872e-16,6.77714141392e-09,2.6594302922e-13,5.35821156293e-11,3.94205730923e-09,9.73918968146e-13,7.78740011262e-14,5.76298101884e-10,4.17201577665e-20,2.52947765746e-08,1.97456436189e-07,0.00102729193913,1.19539810482e-10
8.7890625e-06,0.630472636827,0.0,723.223224088,1.0547642532880253,-3.92856721752e-20,0.0325231149163,2.95915556814e-07,1.02355493914e-09,0.150001427879,2.45214787406e-06,0.000107252897065,7.73396141845e-08,1.3002707688e-06,0.059695781877,9.61347874248e-07,0.0545237527766,0.0151242553305,1.64677862798e-13,1.92367737768e-12,0.120793745478,0.0668034872959,0.046350866375,0.105148247525,0.00266554088997,0.0126966318666,2.52512350961e-10,7.27044657938e-05,3.18904935145e-09,1.8342243286e-11,0.000364522513056,0.137235127376,4.81285573124e-11,1.9558042404e-10,8.32925314208e-05,0.00154701166739,0.000530347433511,0.000128714312951,1.30210888672e-08,7.30645647208e-11,3.74439206263e-05,0.00139328384642,0.0258468533225,1.96232358135e-06,0.000203432687191,0.0115140678654,0.115734120956,7.07290895124e-06,0.00569856731118,0.0315884432475,1.29957746167e-15,1.74579363327e-18,9.78215958338e-08,5.25481937266e-07,1.41657674956e-19,0.000475372184106,4.28068971086e-07,3.1752594944e-07,2.01146366038e-06,1.13067418103e-05,1.03726083759e-05,8.06790407182e-10,4.06741818532e-34,1.4287455703e-18,1.36245413083e-05,1.53109028339e-08,6.55520983866e-06,4.02628923556e-12,8.50625786149e-07,1.76864129169e-06,2.08937522072e-06,3.96246882562e-11,3.14171822311e-28,2.175147138e-16,7.48620729793e-09,2.76639230618e-13,6.12869955645e-11,4.10559138116e-09,1.13691452306e-12,8.9959486023e-14,5.79049209164e-10,4.51609807064e-20,2.98482460312e-08,2.35598649351e-07,0.00104820708586,1.4194557208e-10
